auth_id,ACS - Student Loans,Amazon Order - Athletic Equipment,Amazon Order - Baby Crib,Amazon Order - Biology Book,Amazon Order - Mathematics Book,Amazon Order - Paint Bushes,Amazon Order - Paint Canvas,Amazon Order - Science Book,Amazon Order - Star Wars Figurine,Art Auction,Art Museum,Art's Art Supplies,Ashley's Craft Store,Athletic Apparel,"Babies ""R"" Us",Bank Fee - Negative Balance,Best Western Hotel,Bike Rental,Bowling,BuyBuyBaby.com,Cancun Beach Resort,Coffee,Comfort Inn,Concert Ticket,Credit Card Overdraft Fee,Credit Card Payment,DVD - Star Trek,Dick's Sporting Goods,Divorce Lawyer Fees,FedEx Shipping,Fisker Night Club,Food Delivery - GrubHub,Food Delivery - Uber Eats,GNC,Gas & Electric,Goods2 - ThinkGeek,Green Flash Brewery,Guitar Center,Hamilton Move & Storage,Home Depot,Hospital - Prenatal Care,Housing Rent,Housing Rent - Late Fee,Ice Skating Rink,Jerome's Furniture,John's Bar & Restaurant,Karaoke Bar,Kay Jewelry,Library Membership,Lyft,Mark's Movers,Mary's Book Store,Michael's Crafts,Movie Ticket,Music Lessons - Piano,NBA Ticket - Lakers,NFL Ticket - Chargers,Navient - Student Loans,Netflix Subscription,On Demand Movie,On Demand TV,Online Education Courses,Owl Night Club,Painting Course Fees,Paycheck,Pet Smart,Pet Supply - Cat Food,PlayStation Membership,Podcast Subscription,Public Transportation - Bus Pass,Public Transportation - Train Pass,Ralph's Grocery Store,Red Box DVD Rental,Refrigerator Depot,Restaurant - Burgers,Restaurant - Chinese,Restaurant - Pizza,Restaurant - Steakhouse,Rodriguez's Bar and Grill,Sam's Sporting Apparel,San Diego Museum,Science Museum,Seaside Bar,Southwest Flights - Cancun,Sprouts Market,Starbucks Coffee,Taxi,Time Warne Cable - Late Payment Fee,Time Warner Cable,Total Gym Fees,Uber,Video Game - PlayStation,Vitamin Shoppe,Von's Groceries,Water & Sewer,Water & Sewer - Late Payment Penalty,Wedding Planner,Whole Foods,Wine Bar,Wine Delivery
98316,0.0,0.0,-4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.99,-439.5199999999999,-32.18,0.0,-2799.43,-16.1,-29.09,0.0,-25.14,-2746.8799999999987,-1582.2000000000003,-3080.0,0.0,0.0,-19.97,-30.83,-2903.6900000000005,-1328.7099999999998,0.0,0.0,-640.0,0.0,-3343.8100000000004,0.0,-38.43,-12.55,-9.7,-20782.0,-860.5799999999998,-3629.409999999999,-1.49,-3036.21,-3533.36,-12.02,0.0,-1848.8200000000002,-22.65,0.0,0.0,-2114.5299999999997,0.0,0.0,0.0,-3940.0,0.0,0.0,0.0,0.0,-2403.06,0.0,25068.0,0.0,0.0,0.0,0.0,-3047.869999999999,-3179.230000000001,-1029.5500000000002,0.0,-34.58,-1273.0700000000002,-853.6200000000001,-1145.6699999999996,-1141.8000000000004,-2598.1900000000005,0.0,0.0,0.0,-2861.1000000000004,-0.06,-1123.27,-1202.73,-2495.66,-397.08000000000004,0.0,0.0,-2306.6,0.0,0.0,-1580.1499999999999,-1060.0,-420.21999999999997,-29.5,-1449.8399999999997,-2796.119999999998,0.0
51974,0.0,0.0,-26.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.44,0.0,0.0,0.0,0.0,-10.41,-101.21,0.0,0.0,0.0,0.0,-3080.0,0.0,0.0,0.0,-62.2,0.0,-5335.229999999998,-4357.31,0.0,0.0,0.0,0.0,0.0,-8.5,-5.53,-39.85,-20486.0,0.0,0.0,-8.23,0.0,0.0,-39.83,0.0,-3074.2599999999993,-26.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.689999999998,-3534.42,0.0,0.0,0.0,35140.0,-4210.109999999998,-4797.69,-3741.92,-3138.0400000000013,-2121.0800000000004,-2768.1399999999994,-1572.1899999999996,-3754.970000000001,-34.31,-1328.6700000000005,-1542.1100000000001,-998.9099999999999,-1303.2999999999997,0.0,0.0,0.0,0.0,0.0,-54.51,-1063.73,-1275.7,-2676.579999999999,0.0,0.0,0.0,-2458.5299999999997,0.0,0.0,-1266.2499999999995,0.0,0.0,-110.21,-1328.1200000000001,0.0,-3868.02
52374,0.0,0.0,-27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.95,-667.88,-18.3,0.0,-2934.9899999999993,-10.46,-37.08,0.0,-5.52,-2536.91,-1449.85,0.0,0.0,0.0,-29.79,-7.96,-2673.71,-1580.11,0.0,0.0,0.0,0.0,-2302.2500000000005,0.0,-7.23,-1.59,-34.82,-21474.0,-631.7299999999999,-2627.710000000001,-17.45,-2284.2000000000007,-2647.0200000000004,-79.76,0.0,-2386.9700000000007,-18.25,0.0,0.0,-3485.3000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2936.1600000000008,0.0,63700.0,0.0,0.0,0.0,0.0,-2620.5699999999997,-2866.25,-1216.3299999999997,0.0,-26.81,-925.4700000000001,-1174.1299999999994,-1168.88,-1583.3599999999997,-2735.8299999999986,0.0,0.0,0.0,-2868.659999999999,-10.74,-1540.07,-1031.0200000000002,-2786.9799999999987,-688.79,-500.0,0.0,-2437.0499999999997,0.0,0.0,-1149.28,-1060.0,-572.85,-11.74,-1610.4800000000002,-3154.4900000000007,0.0
57199,-2700.0,0.0,-45.58,-2346.2899999999995,-3328.0899999999992,0.0,0.0,-3237.49,-2320.6100000000006,0.0,-3374.5000000000014,0.0,0.0,0.0,-108.57,0.0,0.0,0.0,0.0,-5.38,-15.34,-2702.4100000000008,0.0,0.0,0.0,-3080.0,-3175.5400000000004,0.0,0.0,-30.75,0.0,-1319.33,0.0,0.0,-640.0,-2693.7799999999993,0.0,0.0,-58.74,-25.41,-36.31,-21075.0,0.0,0.0,-24.49,0.0,0.0,-25.49,-2846.85,-2328.4900000000002,-34.11,-2729.879999999999,0.0,0.0,0.0,0.0,0.0,0.0,-99.79999999999998,0.0,0.0,-2815.02,0.0,0.0,43256.0,0.0,0.0,0.0,0.0,-2613.1700000000014,-2840.349999999999,-1417.9700000000005,0.0,-30.63,-1369.9300000000003,-1525.6099999999994,-1802.63,-1451.76,0.0,0.0,-2728.319999999999,-3536.2700000000004,0.0,-16.85,-1750.1100000000004,-1335.21,-2164.94,0.0,-500.0,0.0,-2816.7100000000005,-2769.680000000001,0.0,-1230.66,-1060.0,0.0,-30.5,-1437.15,0.0,0.0
37551,-2700.0,-3676.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3657.0400000000004,0.0,0.0,-31.2,-3668.4000000000005,0.0,0.0,-25.69,0.0,-32.05,0.0,0.0,0.0,0.0,-4339.010000000004,-21.82,0.0,0.0,-1140.7500000000002,0.0,-3383.469999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20695.0,0.0,0.0,0.0,0.0,0.0,-38.19,0.0,-2375.55,0.0,0.0,0.0,0.0,0.0,-3527.17,-2921.81,-3940.0,-99.79999999999998,0.0,0.0,0.0,0.0,0.0,14316.0,0.0,0.0,0.0,0.0,-2461.8599999999997,-2252.88,-1610.4699999999998,0.0,0.0,-1168.3300000000002,-1264.08,-876.1400000000002,-1541.6699999999994,0.0,-4005.02,0.0,0.0,0.0,-20.89,-1457.5799999999997,-1586.3799999999997,-2380.560000000001,0.0,0.0,-3950.88,-2100.5800000000004,0.0,-3285.390000000001,-1034.7900000000002,0.0,0.0,-29.01,-1095.9199999999998,0.0,0.0
50068,0.0,-3824.809999999998,-8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3753.439999999999,-25.81,0.0,-27.28,-3946.3500000000017,0.0,-7.13,-33.6,0.0,-11.52,0.0,0.0,0.0,0.0,-4279.08,-16.54,-11.23,0.0,-1412.16,0.0,-4168.530000000001,0.0,0.0,0.0,0.0,-14.68,-20.32,-43.0,-21100.0,0.0,0.0,-23.8,0.0,0.0,-6.29,0.0,-1557.35,-28.51,0.0,0.0,0.0,0.0,-4044.97,-4073.419999999999,0.0,-99.79999999999998,0.0,0.0,0.0,0.0,0.0,56160.0,0.0,0.0,0.0,0.0,-2484.380000000001,-2235.069999999999,-1600.26,0.0,-7.77,-1286.2500000000005,-1241.78,-1236.08,-1297.7099999999998,0.0,-3674.2299999999996,0.0,0.0,0.0,-19.47,-1059.5,-1080.22,-2937.579999999999,0.0,0.0,-3616.52,-3069.4900000000007,0.0,-4027.89,-1063.13,0.0,0.0,-19.25,-1379.6199999999997,0.0,0.0
44986,-2700.0,-3061.02,-23.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3658.4800000000005,-26.45,-696.03,-21.75,-3053.2900000000004,0.0,-38.24,-10.68,0.0,-23.41,0.0,-756.45,-3080.0,0.0,-3644.709999999997,-81.38,-9.61,0.0,-1667.6700000000005,0.0,-3318.120000000001,-640.0,0.0,0.0,0.0,-36.39,-31.47,-20.23,-21834.0,-508.90000000000003,0.0,-59.25,0.0,0.0,-24.77,0.0,-3188.359999999999,-38.62,0.0,0.0,0.0,0.0,-3332.2100000000005,-3164.28,-3940.0,0.0,0.0,0.0,0.0,0.0,0.0,74016.0,0.0,0.0,0.0,0.0,-2506.880000000001,-1937.7199999999998,-1144.7999999999995,0.0,-28.42,-1162.57,-1236.9100000000003,-1272.04,-909.2099999999999,0.0,-3201.769999999999,0.0,0.0,0.0,-9.31,-1012.6800000000002,-1551.9999999999998,-2601.03,-385.65,0.0,-4159.749999999999,-2898.2599999999998,0.0,-3646.01,-1673.4399999999994,-1060.0,-765.87,-34.68,-1507.79,0.0,0.0
77168,-2700.0,0.0,-25.83,-3056.2399999999993,-2966.46,0.0,0.0,-1895.15,-2974.82,0.0,-2939.4799999999996,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,-39.02,-30.46,-3113.749999999998,0.0,0.0,0.0,-3080.0,-2628.2500000000005,0.0,0.0,-32.51,0.0,-1850.77,0.0,0.0,-640.0,-2376.16,0.0,0.0,-1.65,-33.99,-18.82,-21119.0,0.0,0.0,-4.71,0.0,0.0,-29.76,-3325.6399999999994,-2429.7,-102.32,-2616.819999999999,0.0,0.0,0.0,0.0,0.0,-3940.0,-99.79999999999998,0.0,0.0,-2505.2299999999996,0.0,0.0,63108.0,0.0,0.0,0.0,0.0,-3565.17,-3571.7499999999995,-1327.4599999999996,0.0,-30.2,-1294.79,-1519.7100000000003,-1511.9199999999998,-1136.9899999999998,0.0,0.0,-2018.5900000000001,-2698.790000000001,0.0,-12.97,-1177.74,-1158.08,-2268.0399999999995,0.0,-500.0,0.0,-2839.0600000000013,-2861.929999999999,0.0,-1138.5499999999997,-1060.0,0.0,-43.05,-1391.2000000000003,0.0,0.0
42061,-2700.0,-4119.070000000001,-21.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4061.4500000000003,-29.49,0.0,-48.21,-3654.9200000000005,0.0,-20.17,-13.6,0.0,-37.71,0.0,0.0,0.0,0.0,-3925.5800000000004,-48.06,-16.92,0.0,-1501.72,0.0,-4049.670000000001,0.0,0.0,0.0,0.0,-10.23,-19.58,-29.56,-21077.0,0.0,0.0,-38.15,0.0,0.0,-10.67,0.0,-2842.3100000000013,-30.5,0.0,0.0,0.0,0.0,-3835.7700000000004,-4181.329999999999,-3940.0,-99.79999999999998,0.0,0.0,0.0,0.0,0.0,74358.0,0.0,0.0,0.0,0.0,-2805.620000000001,-2696.36,-957.2799999999997,0.0,-12.92,-1440.3700000000001,-1207.6599999999999,-1124.5999999999997,-1560.2599999999998,0.0,-4263.949999999999,0.0,0.0,0.0,-37.83,-868.2199999999998,-1375.1899999999998,-2834.25,0.0,-500.0,-3154.749999999998,-2333.1099999999997,0.0,-3570.9900000000002,-937.44,-1060.0,0.0,-16.64,-1162.3600000000001,0.0,0.0
16910,0.0,-2535.1599999999994,-38.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3613.1,-22.36,0.0,-19.26,-4596.279999999998,0.0,-27.39,-21.38,0.0,-29.84,0.0,0.0,-3080.0,0.0,-3983.3900000000017,-8.09,-39.81,0.0,-1166.89,0.0,-3360.11,0.0,0.0,0.0,0.0,-16.57,-36.6,-30.99,-20566.0,0.0,0.0,-18.01,0.0,0.0,-15.65,0.0,-2903.9799999999996,-20.57,0.0,0.0,0.0,0.0,-3792.829999999999,-4557.3099999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84380.0,0.0,0.0,0.0,0.0,-1995.6200000000001,-2541.3400000000006,-1148.32,0.0,-31.99,-1355.9299999999998,-1501.1300000000003,-841.6000000000001,-1201.8999999999999,0.0,-4036.3400000000006,0.0,0.0,0.0,-29.86,-768.26,-1141.6499999999999,-2131.7800000000007,0.0,0.0,-3950.9399999999996,-2560.7099999999987,0.0,-3027.8500000000017,-1116.7799999999997,0.0,0.0,-28.16,-954.8099999999998,0.0,0.0
43634,-2700.0,0.0,-9.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.35,0.0,-11.48,0.0,-3289.049999999999,-15.02,-37.63,0.0,-14.85,-2506.7000000000003,0.0,-3080.0,0.0,0.0,-59.76,-17.11,-2739.51,-1776.9399999999996,0.0,0.0,-640.0,0.0,-2400.130000000001,0.0,-24.92,-25.62,-38.69,-22269.0,0.0,-3098.8500000000004,-17.2,-3308.77,-4012.4000000000005,-115.15,0.0,-2576.4799999999996,-26.85,0.0,0.0,-2391.13,0.0,0.0,0.0,0.0,-99.79999999999998,0.0,0.0,0.0,-2611.39,0.0,13125.0,0.0,0.0,0.0,0.0,-2625.45,-2422.5299999999997,-1109.6100000000001,0.0,-37.37,-1641.3400000000004,-974.4299999999997,-1505.4199999999998,-987.98,-3402.39,0.0,0.0,0.0,-2682.310000000001,-26.6,-994.1499999999999,-1442.7399999999998,-2018.2700000000004,0.0,0.0,0.0,-3139.7900000000004,0.0,0.0,-1370.64,-1060.0,0.0,-38.47,-1385.3300000000002,-3690.8799999999997,0.0
94976,-2700.0,-3211.7100000000014,-6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4020.8999999999974,-20.71,0.0,-1.6,-4270.640000000001,0.0,-25.8,-1.29,0.0,-19.12,0.0,0.0,-3080.0,0.0,-2963.409999999999,-84.31,-19.03,0.0,-1374.8300000000002,0.0,-3424.609999999999,-640.0,0.0,0.0,0.0,-39.59,-30.15,-21.38,-21386.0,0.0,0.0,-32.36,0.0,0.0,-25.44,0.0,-2132.96,-110.67,0.0,0.0,0.0,0.0,-3690.230000000001,-3898.74,-3940.0,-99.79999999999998,0.0,0.0,0.0,0.0,0.0,28626.0,0.0,0.0,0.0,0.0,-2260.8699999999994,-2807.4700000000003,-701.84,0.0,-0.97,-1020.5999999999999,-1416.3599999999992,-1493.4999999999998,-1212.0,0.0,-3404.7899999999995,0.0,0.0,0.0,-27.03,-1375.14,-1206.75,-2390.2499999999995,0.0,-500.0,-4376.680000000001,-1852.08,0.0,-3985.38,-1136.9899999999998,-1060.0,0.0,-0.45,-1463.58,0.0,0.0
43305,0.0,-3590.6299999999987,-102.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3365.069999999999,-37.59,0.0,-15.17,-3567.8200000000006,0.0,-8.38,-98.35,0.0,-13.76,0.0,0.0,-3080.0,0.0,-4793.049999999999,-115.12,-35.66,0.0,-1489.2800000000002,0.0,-4356.47,0.0,0.0,0.0,0.0,-3.12,-32.07,-65.78,-20973.0,0.0,0.0,-37.74,0.0,0.0,-0.07,0.0,-2382.2999999999993,-14.7,0.0,0.0,0.0,0.0,-2785.749999999998,-3677.0800000000004,-3940.0,0.0,0.0,0.0,0.0,0.0,0.0,18852.0,0.0,0.0,0.0,0.0,-2157.0399999999995,-2436.5000000000005,-1042.4699999999998,0.0,-81.57,-1459.3500000000001,-1495.1300000000003,-1316.9900000000005,-1016.8700000000001,0.0,-3531.47,0.0,0.0,0.0,-2.96,-1010.4800000000001,-1295.6999999999998,-2665.3799999999997,0.0,-500.0,-3939.0400000000013,-2367.4900000000007,0.0,-3546.0599999999995,-1441.1399999999992,0.0,0.0,-25.52,-1295.47,0.0,0.0
3056,0.0,0.0,-3.35,-3425.190000000001,-2698.0900000000006,0.0,0.0,-2549.17,-2222.8099999999995,0.0,-2925.31,0.0,0.0,0.0,-34.34,0.0,0.0,0.0,0.0,-36.07,-7.42,-2307.209999999999,0.0,0.0,0.0,0.0,-2293.1,0.0,0.0,-26.88,0.0,-1017.1200000000001,0.0,0.0,0.0,-3294.7999999999993,0.0,0.0,-20.95,-29.14,-28.46,-21291.0,0.0,0.0,-6.94,0.0,0.0,-3.11,-2569.45,-2490.5900000000006,-32.93,-3070.2499999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2445.4100000000003,0.0,0.0,20070.0,0.0,0.0,0.0,0.0,-2204.2899999999995,-2162.159999999999,-1446.1899999999998,0.0,-35.14,-1518.0300000000007,-1113.2100000000003,-837.37,-1106.2399999999998,0.0,0.0,-2839.169999999999,-2773.7399999999993,0.0,-30.22,-1016.5399999999998,-689.91,-2567.34,0.0,0.0,0.0,-2281.7,-2643.78,0.0,-1112.9099999999999,-1060.0,0.0,-39.64,-2024.1200000000003,0.0,0.0
93777,-2700.0,0.0,-12.9,-3760.770000000001,-2498.2699999999995,0.0,0.0,-2385.6300000000006,-3788.0400000000004,0.0,-2982.8400000000015,0.0,0.0,0.0,-8.19,0.0,0.0,0.0,0.0,-0.98,-32.21,-3012.5400000000004,0.0,0.0,0.0,0.0,-2776.5699999999993,0.0,0.0,-0.32,0.0,-1360.69,0.0,0.0,0.0,-2794.3500000000013,0.0,0.0,-41.08,-31.52,-22.0,-21966.0,0.0,0.0,-3.39,0.0,0.0,-28.66,-3020.8000000000006,-1998.21,-14.55,-2684.000000000001,0.0,0.0,0.0,0.0,0.0,-3940.0,-99.79999999999998,0.0,0.0,-2560.41,0.0,0.0,58680.0,0.0,0.0,0.0,0.0,-2504.3900000000003,-3024.7999999999997,-882.9300000000001,0.0,-80.32,-1304.8000000000004,-855.78,-1038.2600000000002,-1367.72,0.0,0.0,-2418.9500000000007,-2809.590000000001,0.0,-37.25,-1267.87,-834.05,-2291.1699999999996,0.0,0.0,0.0,-2290.06,-3032.0500000000006,0.0,-1238.11,0.0,0.0,-56.27,-821.3199999999999,0.0,0.0
61519,0.0,-2708.489999999999,-107.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3969.990000000001,-0.61,-573.72,-88.26,-3038.709999999999,0.0,-15.45,-22.5,0.0,-4.09,0.0,-1729.5999999999997,0.0,0.0,-3096.35,-56.43,-9.33,0.0,-1361.98,0.0,-4052.64,-640.0,0.0,0.0,0.0,-20.21,-19.18,-10.4,-22084.0,-616.3,0.0,-35.42,0.0,0.0,-31.25,0.0,-2965.3799999999997,-12.41,0.0,0.0,0.0,0.0,-3131.1800000000003,-4585.400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51606.0,0.0,0.0,0.0,0.0,-2740.04,-2560.5000000000014,-994.8299999999998,0.0,-25.66,-988.6500000000001,-1273.6,-1333.3799999999994,-1539.2599999999995,0.0,-2786.1899999999996,0.0,0.0,0.0,-69.48,-921.8000000000001,-1263.11,-2487.950000000001,-547.1599999999999,0.0,-2820.4299999999985,-1838.2400000000002,0.0,-3764.98,-769.3199999999999,-1060.0,-594.44,-114.71,-1244.5500000000002,0.0,0.0
7338,0.0,0.0,-12.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.55,0.0,0.0,0.0,0.0,-0.5,-102.21,0.0,0.0,0.0,0.0,-3080.0,0.0,0.0,0.0,-20.95,0.0,-4856.54,-3658.479999999998,0.0,0.0,0.0,0.0,0.0,-110.99,-28.5,-8.69,-21655.0,0.0,0.0,-40.65,0.0,0.0,-16.99,0.0,-2376.9700000000003,-9.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3240.8499999999985,-4595.44,0.0,0.0,0.0,9594.0,-3629.5500000000006,-4062.4300000000003,-3393.089999999999,-3684.450000000001,-2424.4199999999996,-2173.0000000000005,-1143.5000000000002,-4155.529999999999,-0.65,-1308.16,-1431.2399999999993,-1512.4499999999998,-1084.15,0.0,0.0,0.0,0.0,0.0,-7.88,-1110.29,-1349.63,-2324.0699999999993,0.0,-500.0,0.0,-2605.4100000000008,0.0,0.0,-1124.1800000000003,0.0,0.0,-7.75,-983.9999999999998,0.0,-3160.9000000000005
7305,-2700.0,0.0,-21.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.89,0.0,-25.07,0.0,-3784.719999999998,-89.6,-17.73,0.0,-5.94,-2919.2,0.0,0.0,0.0,0.0,-6.05,-19.16,-2853.87,-1344.59,0.0,0.0,0.0,0.0,-3282.5299999999997,0.0,-10.88,-38.02,-3.04,-20938.0,0.0,-3229.3299999999995,-2.13,-3562.8600000000006,-3755.9599999999996,-16.18,0.0,-2428.6900000000005,-44.26,0.0,0.0,-3534.730000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2462.020000000001,0.0,36872.0,0.0,0.0,0.0,0.0,-2548.870000000001,-2186.1300000000006,-1204.5699999999997,0.0,-20.98,-967.8399999999999,-1481.1499999999999,-983.26,-1553.5200000000002,-2841.5200000000013,0.0,0.0,0.0,-2854.8399999999992,-16.45,-1582.6199999999997,-955.62,-3025.2100000000005,0.0,-500.0,0.0,-2316.0300000000007,0.0,0.0,-1382.0,0.0,0.0,-108.6,-891.6199999999999,-2717.5200000000013,0.0
32320,-2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.52,0.0,-2694.090000000001,0.0,0.0,0.0,-2.76,-3839.68,0.0,-3080.0,0.0,0.0,-9.78,-5.8,-2236.9900000000002,-1551.67,0.0,0.0,-640.0,0.0,-2969.0699999999997,0.0,-3.61,-28.58,0.0,-19855.0,0.0,-2917.86,-2.12,-2927.6899999999996,-3542.4000000000005,0.0,0.0,-2447.210000000001,-7.26,0.0,0.0,-3272.1100000000006,0.0,0.0,0.0,-3940.0,-99.79999999999998,0.0,0.0,0.0,-4055.1099999999997,0.0,70920.0,0.0,0.0,0.0,0.0,-2624.7700000000004,-1831.9300000000003,-1063.61,0.0,-62.12,-1492.7699999999998,-1076.0300000000004,-1340.7399999999998,-961.8499999999999,-3827.6,0.0,0.0,0.0,-2993.979999999999,0.0,-923.79,-1115.3700000000001,-2539.099999999999,0.0,0.0,0.0,-2105.1800000000003,0.0,0.0,-1800.63,-1060.0,0.0,0.0,-786.55,-3181.5199999999995,0.0
88199,-2700.0,0.0,-75.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.12,0.0,0.0,0.0,0.0,-18.22,-31.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.01,0.0,-5088.130000000001,-3938.36,0.0,-640.0,0.0,0.0,0.0,-5.89,-6.39,-10.44,-22639.0,0.0,0.0,-9.01,0.0,0.0,-36.71,0.0,-2448.8799999999997,-6.65,0.0,0.0,0.0,0.0,0.0,0.0,-3940.0,-99.79999999999998,-4274.279999999999,-2827.5099999999993,0.0,0.0,0.0,53300.0,-3421.96,-3823.720000000001,-3348.979999999999,-3266.3499999999995,-2734.9500000000003,-2414.1299999999997,-1220.3799999999999,-4106.830000000001,-10.74,-1247.6100000000001,-982.7900000000001,-1468.71,-1105.36,0.0,0.0,0.0,0.0,0.0,-32.76,-1359.6600000000003,-1250.0900000000001,-3303.8700000000003,0.0,0.0,0.0,-3429.8999999999983,0.0,0.0,-1274.32,-1060.0,0.0,-15.2,-1758.27,0.0,-3879.8999999999996
